Geneid	Chr	Start	End	Strand	Length
gene-LOC100116664	NW_022279623.1	59696	82886	+	23191
gene-LOC100116701	NW_022279623.1	82544	147481	-	64938
gene-LOC116416630	NW_022279623.1	184344	185183	-	840
gene-LOC116416631	NW_022279623.1	190890	191955	+	1066
gene-LOC116416632	NW_022279623.1	199439	200642	-	1204
gene-LOC116416633	NW_022279623.1	202476	204695	-	2220
gene-LOC116416649	NW_022279623.1	224509	225849	-	1341
gene-LOC116416655	NW_022279623.1	229695	230447	+	753
gene-LOC107981805	NW_022279623.1	230809	231384	-	576
gene-LOC107981905	NW_022279623.1	231592	233537	-	1946
gene-LOC100120585	NW_022279623.1	255018	259259	+	4242
gene-LOC100114211	NW_022279623.1	259664	270283	+	10620
gene-LOC100114253	NW_022279623.1	270338	276338	-	6001
gene-LOC100114168	NW_022279623.1	281172	282647	+	1476
gene-LOC116738654	NW_022279623.1	284556	290490	+	5935
gene-LOC100120559	NW_022279623.1	290228	298464	-	8237
gene-LOC116416644	NW_022279623.1	296846	299339	+	2494
gene-LOC100120509	NW_022279623.1	298929	303769	-	4841
gene-oskar	NW_022279623.1	304095	306553	+	2459
gene-LOC100120457	NW_022279623.1	306713	309627	+	2915
gene-LOC100678822	NW_022279623.1	309569	317236	-	7668
gene-LOC100678790	NW_022279623.1	317216	331350	+	14135
gene-LOC103316570	NW_022279623.1	319699	321272	-	1574
gene-LOC100120379	NW_022279623.1	331115	333507	-	2393
gene-LOC100677937	NW_022279623.1	333979	335293	+	1315
gene-LOC100677901	NW_022279623.1	335392	340181	-	4790
gene-LOC100120324	NW_022279623.1	341018	348418	-	7401
gene-LOC100118368	NW_022279623.1	348541	352803	+	4263
gene-LOC100120292	NW_022279623.1	356281	406859	-	50579
gene-LOC100120241	NW_022279623.1	424074	428082	-	4009
gene-LOC100118332	NW_022279623.1	428137	430145	+	2009
gene-Dctn4	NW_022279623.1	430118	432732	-	2615
gene-LOC100120181	NW_022279623.1	433124	437492	-	4369
gene-LOC116416669	NW_022279623.1	437504	438812	+	1309
gene-TRNAE-CUC-6	NW_022279623.1	461554	461625	+	72
gene-LOC116416670	NW_022279623.1	478777	479244	-	468
gene-LOC107981738	NW_022279623.1	506441	510368	+	3928
gene-LOC107981732	NW_022279623.1	516961	519019	+	2059
gene-SP64	NW_022279623.1	521188	524886	+	3699
gene-LOC100120023	NW_022279623.1	527195	528922	+	1728
gene-LOC100119988	NW_022279623.1	536212	559257	+	23046
gene-LOC100119928	NW_022279623.1	559725	833311	+	273587
gene-TRNAE-UUC-2	NW_022279623.1	633338	633409	+	72
gene-TRNAR-ACG-2	NW_022279623.1	638800	638872	-	73
gene-TRNAE-UUC-3	NW_022279623.1	642611	642682	+	72
gene-TRNAE-UUC-4	NW_022279623.1	644699	644770	-	72
gene-LOC116416671	NW_022279623.1	646959	648613	+	1655
gene-TRNAT-AGU-4	NW_022279623.1	675287	675360	-	74
gene-LOC100680404	NW_022279623.1	836623	879728	+	43106
gene-TRNAA-AGC-13	NW_022279623.1	844181	844253	+	73
gene-LOC116416647	NW_022279623.1	855584	856898	+	1315
gene-CCE-B6	NW_022279623.1	859797	863444	-	3648
gene-LOC116416646	NW_022279623.1	865713	868259	-	2547
gene-TRNAA-AGC-14	NW_022279623.1	869678	869750	+	73
gene-LOC103317128	NW_022279623.1	871887	874235	-	2349
gene-LOC116416678	NW_022279623.1	875299	875514	+	216
gene-LOC100119729	NW_022279623.1	880184	885856	+	5673
gene-LOC100678472	NW_022279623.1	884506	889383	-	4878
gene-LOC100119667	NW_022279623.1	889475	893418	-	3944
gene-LOC100119628	NW_022279623.1	893418	896194	-	2777
gene-LOC103316568	NW_022279623.1	896079	897705	+	1627
gene-LOC100119588	NW_022279623.1	897923	901540	+	3618
gene-LOC100119415	NW_022279623.1	901364	915275	-	13912
gene-LOC100119486	NW_022279623.1	904587	905717	+	1131
gene-LOC100119455	NW_022279623.1	906013	909033	+	3021
gene-LOC100680134	NW_022279623.1	914650	919139	+	4490
gene-LOC100119345	NW_022279623.1	919130	921691	-	2562
gene-Or263	NW_022279623.1	924248	926020	-	1773
gene-LOC107981736	NW_022279623.1	929793	932167	+	2375
gene-LOC100118253	NW_022279623.1	936464	943932	+	7469
gene-LOC116416651	NW_022279623.1	954146	955418	-	1273
gene-LOC100119133	NW_022279623.1	954364	958387	+	4024
gene-LOC100119098	NW_022279623.1	958945	960512	-	1568
gene-LOC100678350	NW_022279623.1	963904	970444	+	6541
gene-LOC100118220	NW_022279623.1	970282	972130	-	1849
gene-E2f8	NW_022279623.1	971876	975449	+	3574
gene-LOC116738653	NW_022279623.1	975314	976548	-	1235
gene-LOC100118955	NW_022279623.1	976287	977963	+	1677
gene-Rpl39	NW_022279623.1	977955	978915	-	961
gene-LOC100118917	NW_022279623.1	980496	982818	-	2323
gene-LOC100118883	NW_022279623.1	982938	1013802	-	30865
gene-LOC100118853	NW_022279623.1	1019010	1033261	-	14252
gene-LOC100115612	NW_022279623.1	1035755	1042287	+	6533
gene-LOC100115656	NW_022279623.1	1040945	1045203	-	4259
gene-LOC100118775	NW_022279623.1	1047032	1363599	-	316568
gene-LOC103316564	NW_022279623.1	1073316	1075415	+	2100
gene-LOC100118149	NW_022279623.1	1076519	1078746	+	2228
gene-LOC103316575	NW_022279623.1	1178999	1183630	-	4632
gene-LOC100118666	NW_022279623.1	1364400	1367011	+	2612
gene-LOC100118628	NW_022279623.1	1367085	1408412	-	41328
gene-LOC116416645	NW_022279623.1	1410446	1418005	-	7560
gene-LOC100118441	NW_022279623.1	1428353	1429948	+	1596
gene-LOC100119426	NW_022279623.1	1430583	1506519	-	75937
gene-LOC100119463	NW_022279623.1	1473234	1503354	+	30121
gene-LOC100119388	NW_022279623.1	1507121	1509605	+	2485
gene-LOC100119354	NW_022279623.1	1509542	1635711	-	126170
gene-LOC103317120	NW_022279623.1	1685028	1756147	-	71120
gene-LOC116416656	NW_022279623.1	1773787	1800350	+	26564
gene-LOC100678590	NW_022279623.1	1800510	1802717	+	2208
gene-LOC103317119	NW_022279623.1	1807415	1808157	-	743
gene-LOC100119142	NW_022279623.1	1882964	1886492	+	3529
gene-LOC100119106	NW_022279623.1	1890010	1892850	-	2841
gene-LOC103317115	NW_022279623.1	1922419	1922926	-	508
gene-LOC100119039	NW_022279623.1	1947568	2004764	-	57197
gene-LOC100119005	NW_022279623.1	2005698	2010932	+	5235
gene-LOC100118963	NW_022279623.1	2015799	2041387	-	25589
gene-LOC103317114	NW_022279623.1	2041919	2045801	+	3883
gene-LOC103317118	NW_022279623.1	2055540	2056580	+	1041
gene-LOC100118858	NW_022279623.1	2081152	2106186	+	25035
gene-LOC100118823	NW_022279623.1	2105476	2109135	-	3660
gene-LOC100678328	NW_022279623.1	2109987	2114064	+	4078
gene-LOC100118708	NW_022279623.1	2116305	2129193	+	12889
gene-LOC100118670	NW_022279623.1	2129181	2133359	-	4179
gene-LOC100678756	NW_022279623.1	2134095	2139552	+	5458
gene-LOC100678828	NW_022279623.1	2137390	2139876	+	2487
gene-LOC100118595	NW_022279623.1	2140481	2147084	-	6604
gene-LOC100118446	NW_022279623.1	2171247	2288654	+	117408
gene-LOC100678428	NW_022279623.1	2288777	2302464	-	13688
gene-LOC103317117	NW_022279623.1	2292006	2295809	-	3804
gene-LOC100116187	NW_022279623.1	2298187	2301990	+	3804
gene-LOC116416672	NW_022279623.1	2302631	2303861	+	1231
gene-LOC100116226	NW_022279623.1	2326332	2342143	+	15812
gene-LOC100116261	NW_022279623.1	2344260	2351134	-	6875
gene-LOC103316156	NW_022279623.1	2392336	2393298	+	963
gene-LOC100114854	NW_022279623.1	2415685	2421770	+	6086
gene-LOC100114894	NW_022279623.1	2422369	2423275	-	907
gene-LOC100114943	NW_022279623.1	2423662	2424987	+	1326
gene-LOC103316158	NW_022279623.1	2424974	2427815	-	2842
gene-LOC100677815	NW_022279623.1	2426832	2455966	+	29135
gene-LOC100677906	NW_022279623.1	2428057	2435816	-	7760
gene-LOC103316157	NW_022279623.1	2431048	2434423	+	3376
gene-LOC100677843	NW_022279623.1	2435540	2437592	-	2053
gene-LOC100677875	NW_022279623.1	2455951	2461208	-	5258
gene-LOC100678188	NW_022279623.1	2458758	2464785	+	6028
gene-LOC100115181	NW_022279623.1	2464893	2470642	+	5750
gene-LOC100678002	NW_022279623.1	2470723	2473460	-	2738
gene-LOC100115220	NW_022279623.1	2472815	2510333	+	37519
gene-LOC100678063	NW_022279623.1	2481683	2487365	-	5683
gene-LOC100115261	NW_022279623.1	2510389	2513259	+	2871
gene-LOC116416640	NW_022279623.1	2524216	2528087	-	3872
gene-LOC116416641	NW_022279623.1	2528467	2539420	+	10954
gene-LOC100119140	NW_022279623.1	2541746	2551434	+	9689
gene-LOC116416635	NW_022279623.1	2552082	2554767	+	2686
gene-LOC103316436	NW_022279623.1	2554228	2557748	-	3521
gene-LOC100680304	NW_022279623.1	2558325	2560486	-	2162
gene-LOC100115938	NW_022279623.1	2561593	2566672	+	5080
gene-LOC100115976	NW_022279623.1	2566808	2570744	-	3937
gene-LOC100116047	NW_022279623.1	2570022	2636518	-	66497
gene-LOC116416663	NW_022279623.1	2570645	2573006	+	2362
gene-LOC100116127	NW_022279623.1	2606052	2609518	+	3467
gene-LOC107981205	NW_022279623.1	2610252	2612297	+	2046
gene-LOC100116264	NW_022279623.1	2636670	2757150	+	120481
gene-LOC116416657	NW_022279623.1	2781175	2781866	-	692
gene-LOC100116301	NW_022279623.1	2785428	2788144	+	2717
gene-LOC100116377	NW_022279623.1	2892785	2894705	+	1921
gene-LOC100116413	NW_022279623.1	2901888	2905389	-	3502
gene-LOC100116445	NW_022279623.1	2906299	2909436	-	3138
gene-LOC100116410	NW_022279623.1	2921397	2923156	+	1760
gene-LOC116416658	NW_022279623.1	2949144	2951120	-	1977
gene-LOC103316338	NW_022279623.1	2968233	2971188	-	2956
gene-LOC100118951	NW_022279623.1	2970676	2974367	+	3692
gene-LOC100118915	NW_022279623.1	2974000	2978596	-	4597
gene-LOC116416636	NW_022279623.1	2985813	2994835	+	9023
gene-LOC116416642	NW_022279623.1	2996894	2999107	-	2214
gene-LOC116416659	NW_022279623.1	2998715	3009575	-	10861
gene-LOC103316340	NW_022279623.1	3004041	3005256	-	1216
gene-LOC116416643	NW_022279623.1	3011255	3014467	+	3213
gene-LOC103318172	NW_022279623.1	3015840	3023752	+	7913
gene-LOC116416634	NW_022279623.1	3025303	3035196	+	9894
gene-LOC100118851	NW_022279623.1	3036825	3079903	-	43079
gene-LOC100118813	NW_022279623.1	3059989	3075083	+	15095
gene-LOC100118696	NW_022279623.1	3086054	3144908	-	58855
gene-LOC100118663	NW_022279623.1	3153201	3176439	-	23239
gene-LOC100678008	NW_022279623.1	3155462	3157528	+	2067
gene-LOC100118625	NW_022279623.1	3184123	3188512	-	4390
gene-LOC116416660	NW_022279623.1	3190550	3191298	-	749
gene-LOC103316344	NW_022279623.1	3199175	3201797	-	2623
gene-LOC100118554	NW_022279623.1	3207851	3248049	+	40199
gene-LOC107980810	NW_022279623.1	3254580	3575857	+	321278
gene-LOC116416629	NW_022279623.1	3264401	3264668	-	268
gene-LOC107980958	NW_022279623.1	3266453	3267216	-	764
gene-LOC116416677	NW_022279623.1	3400366	3400527	+	162
gene-LOC100118185	NW_022279623.1	3575833	3589284	+	13452
gene-LOC100117842	NW_022279623.1	3595656	3628246	+	32591
gene-LOC100118066	NW_022279623.1	3601043	3605909	-	4867
gene-LOC116416661	NW_022279623.1	3610112	3611737	+	1626
gene-LOC100680468	NW_022279623.1	3610191	3614290	+	4100
gene-LOC100117882	NW_022279623.1	3614646	3624283	-	9638
gene-LOC116416653	NW_022279623.1	3628241	3631049	+	2809
gene-LOC100680341	NW_022279623.1	3631038	3646671	-	15634
gene-LOC100117689	NW_022279623.1	3649337	3652703	+	3367
gene-LOC100117650	NW_022279623.1	3652668	3657375	-	4708
gene-LOC103316334	NW_022279623.1	3657211	3685888	+	28678
gene-LOC100117605	NW_022279623.1	3657893	3666664	-	8772
gene-LOC100680248	NW_022279623.1	3674025	3679961	-	5937
gene-Cht5	NW_022279623.1	3680564	3692235	-	11672
gene-LOC100117488	NW_022279623.1	3697371	3850411	-	153041
gene-LOC116416665	NW_022279623.1	3834954	3836598	-	1645
gene-LOC116416666	NW_022279623.1	3836694	3838224	-	1531
gene-LOC107980932	NW_022279623.1	3842279	3844924	+	2646
gene-LOC100117299	NW_022279623.1	3852353	3856127	+	3775
gene-LOC103316335	NW_022279623.1	3857840	3860775	-	2936
gene-LOC100117261	NW_022279623.1	3866109	3996859	+	130751
gene-LOC116416679	NW_022279623.1	3959672	3959778	+	107
gene-LOC116416674	NW_022279623.1	3966246	3966352	+	107
gene-LOC100117185	NW_022279623.1	3997660	4000456	+	2797
gene-LOC100115508	NW_022279623.1	4000515	4003775	+	3261
gene-LOC100679785	NW_022279623.1	4005866	4007812	+	1947
gene-LOC100679748	NW_022279623.1	4017863	4019481	+	1619
gene-LOC100116995	NW_022279623.1	4020246	4031382	+	11137
gene-LOC100116958	NW_022279623.1	4031483	4159958	-	128476
gene-LOC100679691	NW_022279623.1	4047766	4049255	+	1490
gene-LOC100116919	NW_022279623.1	4122175	4123572	-	1398
gene-LOC116416662	NW_022279623.1	4123670	4124832	+	1163
gene-LOC100116876	NW_022279623.1	4146116	4152589	+	6474
gene-LOC100116845	NW_022279623.1	4160235	4161981	+	1747
gene-LOC100116817	NW_022279623.1	4162055	4164941	-	2887
gene-LOC100116782	NW_022279623.1	4164963	4168024	-	3062
gene-LOC100116754	NW_022279623.1	4167983	4179506	+	11524
gene-LOC100116709	NW_022279623.1	4179684	4183795	-	4112
gene-LOC116738652	NW_022279623.1	4184738	4187829	+	3092
gene-LOC100679280	NW_022279623.1	4187741	4190453	-	2713
gene-LOC116416639	NW_022279623.1	4191069	4194564	-	3496
gene-LOC103316332	NW_022279623.1	4195638	4197481	-	1844
gene-LOC100116463	NW_022279623.1	4197965	4200768	-	2804
gene-LOC100678411	NW_022279623.1	4200911	4204265	-	3355
gene-LOC107980924	NW_022279623.1	4202604	4209684	+	7081
gene-LOC100116429	NW_022279623.1	4204376	4208029	-	3654
gene-LOC116416673	NW_022279623.1	4210772	4210890	-	119
gene-LOC100116396	NW_022279623.1	4213681	4218105	-	4425
gene-LOC100116359	NW_022279623.1	4216135	4218203	-	2069
gene-LOC100116174	NW_022279623.1	4226882	4230312	-	3431
gene-GstS8	NW_022279623.1	4232022	4233729	+	1708
gene-LOC103316329	NW_022279623.1	4234453	4240982	-	6530
gene-LOC100116105	NW_022279623.1	4241867	4245665	-	3799
gene-LOC100115436	NW_022279623.1	4247819	4250618	-	2800
gene-LOC100116067	NW_022279623.1	4250914	4252849	-	1936
gene-LOC100116029	NW_022279623.1	4252975	4257495	+	4521
gene-LOC100678817	NW_022279623.1	4257036	4260218	-	3183
gene-LOC100115955	NW_022279623.1	4260385	4265343	+	4959
gene-LOC100115878	NW_022279623.1	4265287	4269922	-	4636
gene-LOC116738466	NW_022279623.1	4268593	4269090	-	498
gene-LOC100115408	NW_022279623.1	4269953	4272086	+	2134
gene-LOC100115843	NW_022279623.1	4272469	4274733	+	2265
gene-LOC100115797	NW_022279623.1	4275008	4297833	-	22826
gene-LOC100115369	NW_022279623.1	4287958	4291544	+	3587
gene-LOC100115757	NW_022279623.1	4291864	4295670	+	3807
gene-LOC100115334	NW_022279623.1	4295831	4297694	+	1864
gene-LOC116416675	NW_022279623.1	4296531	4296600	+	70
gene-LOC100115715	NW_022279623.1	4297612	4300408	-	2797
gene-LOC100115297	NW_022279623.1	4300179	4302560	+	2382
gene-LOC100115672	NW_022279623.1	4302880	4304137	+	1258
gene-LOC100678255	NW_022279623.1	4304829	4317931	+	13103
gene-LOC107980897	NW_022279623.1	4317514	4319647	-	2134
gene-LOC100115584	NW_022279623.1	4319340	4322679	+	3340
gene-LOC100115545	NW_022279623.1	4321479	4325696	-	4218
gene-TRNAY-GUA-10	NW_022279623.1	4326215	4326301	+	87
gene-LOC116416707	NW_022279624.1	248446	250137	+	1692
gene-LOC100113848	NW_022279624.1	263044	510040	-	246997
gene-LOC116416704	NW_022279624.1	312702	315633	+	2932
gene-LOC103316486	NW_022279624.1	404884	516949	+	112066
gene-LOC116416702	NW_022279624.1	409682	413232	-	3551
gene-LOC116416706	NW_022279624.1	427729	430344	+	2616
gene-LOC103317511	NW_022279624.1	519970	522767	+	2798
gene-LOC116416705	NW_022279624.1	555517	557257	+	1741
gene-LOC116416703	NW_022279624.1	557971	561340	+	3370
gene-LOC100119632	NW_022279624.1	563739	602818	-	39080
gene-LOC116416708	NW_022279624.1	566132	579685	+	13554
gene-LOC103318066	NW_022279624.1	640277	641453	+	1177
gene-LOC116416709	NW_022279624.1	704017	705360	-	1344
gene-LOC100115212	NW_022279624.1	717153	722211	+	5059
gene-LOC107981216	NW_022279624.1	898630	903425	+	4796
gene-LOC116416699	NW_022279624.1	907123	912492	+	5370
gene-LOC116416682	NW_022279624.1	928310	930472	-	2163
gene-LOC116416683	NW_022279624.1	951196	954784	+	3589
gene-LOC116416684	NW_022279624.1	958815	959941	-	1127
gene-LOC116416685	NW_022279624.1	964083	966343	+	2261
gene-LOC107981434	NW_022279624.1	1141958	1404197	-	262240
gene-LOC116416711	NW_022279624.1	1205305	1210528	-	5224
gene-LOC116416712	NW_022279624.1	1216830	1219020	+	2191
gene-LOC116416680	NW_022279624.1	1324065	1327463	+	3399
gene-LOC116416681	NW_022279624.1	1343630	1372786	+	29157
gene-LOC103317583	NW_022279624.1	1404416	1448929	+	44514
gene-LOC100679062	NW_022279624.1	1451074	1453328	+	2255
gene-LOC103317581	NW_022279624.1	1453815	1562047	-	108233
gene-LOC103317582	NW_022279624.1	1455955	1457881	+	1927
gene-LOC100118009	NW_022279624.1	1457868	1461956	-	4089
gene-LOC100678923	NW_022279624.1	1461561	1571702	+	110142
gene-LOC100680507	NW_022279624.1	1566905	1569149	+	2245
gene-LOC116416688	NW_022279624.1	1587985	1619053	+	31069
gene-LOC116416686	NW_022279624.1	1609913	1613355	-	3443
gene-LOC116416694	NW_022279624.1	1630628	1631441	-	814
gene-LOC100678765	NW_022279624.1	1630848	1642722	+	11875
gene-LOC100119508	NW_022279624.1	1644460	1786109	-	141650
gene-LOC116416689	NW_022279624.1	1666078	1667840	-	1763
gene-LOC116416687	NW_022279624.1	1691772	1693588	-	1817
gene-LOC116416713	NW_022279624.1	1705739	1707126	-	1388
gene-LOC107981014	NW_022279624.1	1728525	1729361	-	837
gene-LOC116416714	NW_022279624.1	1742402	1743744	-	1343
gene-LOC103315554	NW_022279624.1	1786500	1790054	+	3555
gene-LOC103315545	NW_022279624.1	1809420	1813607	-	4188
gene-LOC116738655	NW_022279624.1	1842249	1849042	-	6794
gene-LOC100118574	NW_022279624.1	1848975	1872385	+	23411
gene-LOC100118464	NW_022279624.1	1872273	2005609	-	133337
gene-LOC116416690	NW_022279624.1	1971007	1982921	-	11915
gene-LOC107981398	NW_022279624.1	1993920	1996946	+	3027
gene-LOC100118426	NW_022279624.1	2006310	2010102	-	3793
gene-SPH42	NW_022279624.1	2008637	2016217	+	7581
gene-LOC100118351	NW_022279624.1	2018653	2029488	+	10836
gene-LOC100118317	NW_022279624.1	2030869	2036520	-	5652
gene-LOC100118276	NW_022279624.1	2033335	2037943	+	4609
gene-LOC116416697	NW_022279624.1	2037938	2041366	-	3429
gene-LOC100116152	NW_022279624.1	2054820	2061907	+	7088
gene-LOC100116182	NW_022279624.1	2063219	2108284	-	45066
gene-LOC116416718	NW_022279624.1	2089418	2091463	+	2046
gene-LOC100679742	NW_022279624.1	2108036	2122982	+	14947
gene-LOC100678354	NW_022279624.1	2122980	2213945	-	90966
gene-LOC103318139	NW_022279624.1	2221991	2223348	-	1358
gene-LOC100113834	NW_022279624.1	2229212	2250817	+	21606
gene-LOC103318138	NW_022279624.1	2233137	2233853	-	717
gene-LOC100113866	NW_022279624.1	2250971	2466102	-	215132
gene-LOC107981294	NW_022279624.1	2476005	2477825	+	1821
gene-LOC116416698	NW_022279624.1	2505120	2512514	+	7395
gene-LOC100679759	NW_022279624.1	2512293	2513618	-	1326
gene-LOC100114269	NW_022279624.1	2513875	2518081	-	4207
gene-LOC100679927	NW_022279624.1	2518245	2520594	+	2350
gene-LOC100679958	NW_022279624.1	2520082	2538025	-	17944
gene-LOC100114360	NW_022279624.1	2542323	2771267	-	228945
gene-LOC100679797	NW_022279624.1	2650299	2651598	+	1300
gene-LOC116416701	NW_022279624.1	2772313	2775177	-	2865
gene-LOC116416715	NW_022279624.1	2776490	2780599	+	4110
gene-LOC116738656	NW_022279624.1	2812553	2814928	+	2376
gene-LOC116416696	NW_022279624.1	2829168	2842791	+	13624
gene-LOC100679846	NW_022279624.1	2915460	2917653	-	2194
gene-LOC100117334	NW_022279624.1	2923509	2925858	+	2350
gene-LOC100117366	NW_022279624.1	2925948	2929319	-	3372
gene-LOC100117396	NW_022279624.1	2930174	2962650	+	32477
gene-cycD	NW_022279624.1	2961109	2977330	-	16222
gene-LOC107981499	NW_022279624.1	3077405	3079037	+	1633
gene-LOC100117556	NW_022279624.1	3079267	3087460	+	8194
gene-LOC100117598	NW_022279624.1	3081767	3091345	-	9579
gene-LOC107981500	NW_022279624.1	3105038	3127935	+	22898
gene-LOC116416716	NW_022279624.1	3135973	3140514	+	4542
gene-LOC103315819	NW_022279624.1	3142657	3145743	+	3087
gene-LOC103315820	NW_022279624.1	3147940	3158186	+	10247
gene-LOC107981497	NW_022279624.1	3158601	3159416	+	816
gene-LOC116416700	NW_022279624.1	3159584	3160212	+	629
gene-LOC103315822	NW_022279624.1	3160338	3162045	-	1708
gene-LOC116416717	NW_022279624.1	3185885	3187285	+	1401
gene-LOC116416726	NW_022279625.1	22330	23539	-	1210
gene-LOC100680449	NW_022279625.1	23699	161907	+	138209
gene-LOC116416723	NW_022279625.1	44676	45538	+	863
gene-LOC100115555	NW_022279625.1	65368	71415	-	6048
gene-LOC116738657	NW_022279625.1	174744	175408	+	665
gene-LOC100678729	NW_022279625.1	338494	339076	+	583
gene-LOC103317528	NW_022279625.1	359703	360569	-	867
gene-LOC100116002	NW_022279625.1	384294	631956	+	247663
gene-LOC107981872	NW_022279625.1	893812	906502	-	12691
gene-LOC116416724	NW_022279625.1	909117	911949	-	2833
gene-LOC116416725	NW_022279625.1	942355	942804	-	450
gene-LOC116416720	NW_022279625.1	1007694	1046257	+	38564
gene-LOC100115531	NW_022279625.1	1061605	1723013	-	661409
gene-LOC116416721	NW_022279625.1	1242765	1243472	+	708
gene-LOC116416722	NW_022279625.1	1251593	1253258	+	1666
gene-LOC107981689	NW_022279625.1	1505259	1508168	+	2910
gene-LOC116416719	NW_022279625.1	1681567	1682104	-	538
